Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_24_538.jpg;-15;0.7010982;0;2.755476;103.1396;89.58174;0.007692714;24.4054;358.8778
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_24_605.jpg;-15;0.500509;0;2.776393;103.347;89.65891;0.009201599;21.62714;358.8776
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_24_675.jpg;-15;0.3006165;0;2.789183;103.5056;89.71053;0.01351871;19.54446;358.8765
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_24_738.jpg;-15;0.1007833;0;2.790246;103.6656;89.75636;0.001067697;17.46743;358.8776
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_24_804.jpg;-15;0;0;2.780198;103.8805;89.80795;359.9797;14.71872;358.8658
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_24_873.jpg;-12.00304;0.1997974;0;2.768941;104.0431;89.84082;0.007570038;12.87134;358.8523
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_24_938.jpg;-9.014586;0.3990276;0;2.771337;104.206;89.87088;0.002055407;11.31927;358.8889
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_25_004.jpg;-6.013269;0.5991154;0;2.784294;104.3705;89.89837;0.008856835;10.13913;358.96
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_25_071.jpg;-3.016813;0.7988791;0;2.808681;104.5934;89.93282;0.04929826;9.171402;359.0449
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_25_137.jpg;-0.0234139;0.9984391;0;2.839938;104.7639;89.95944;0.1351836;8.897415;359.1399
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_25_204.jpg;0;1;0;2.892695;104.9378;89.98687;0.2756247;8.841972;359.2578
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_25_273.jpg;-1.509794;1;0;2.93273;105.1745;90.02354;0.5297256;8.758423;359.4224
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_25_337.jpg;-4.550121;0.7973115;0;2.982542;105.3551;90.04921;0.7361358;8.395355;359.5219
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_25_404.jpg;-7.48759;0.6014802;0;3.009914;105.537;90.07175;0.8927788;7.622337;359.5995
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_25_471.jpg;-10.51276;0.3998024;0;3.027322;105.7789;90.09422;0.943031;5.900673;359.6523
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_25_537.jpg;-13.48991;0.2013254;0;3.035158;105.9593;90.10313;0.8674114;4.156624;359.5906
/media/mimoralea/data/mimoralea-arch/projects/robond/RoboND-Rover-Project/data_collection/IMG/robocam_2017_07_31_21_02_25_604.jpg;-15;0.001153231;0;3.027329;106.1377;90.10474;0.6902219;2.088097;359.4348
